#Thu May 22 16:32:04 2025
# Copy file into sbs-onl@sbsvtp#:~/cfg/pedestals for online pedestal subtraction
# format = APV        crate       slot       mpd_id       adc_ch followed by 
# APV channel number      pedestal mean      pedestal rms 
APV               58              11               0               0
              47           66.79            8.44
              48          -47.44           8.077
              49            1.56           6.625
              50          -5.794           10.47
              51            21.4           6.537
              52          -31.16           7.303
              53          -9.078           6.659
              54            11.4           7.751
              55           46.04           6.626
              56          -38.88           6.842
              57          -12.61           7.165
              58           6.501           6.862
              59           60.48           7.082
              60          -48.45           6.431
              61          -28.23           8.884
              62           13.35           6.522
              63           46.95           7.935
              64          -57.54             7.5
              65          -27.65             6.9
              66           9.266           10.72
              67           40.07            8.14
              68          -54.59           7.323
              69          -29.54           6.575
              70           2.762           9.301
              71           55.94           7.665
              72          -45.79           7.374
              73          -1.425           6.462
              74            31.4           8.072
              75           64.97           7.857
              76           -63.4           7.364
              77           1.762            6.74
              78           36.21           7.314
              79           74.96           8.595
              80           -32.4           7.958
              81          -5.396           6.566
              82           31.83           9.071
              83           45.22           6.433
              84          -58.29           7.482
              85            1.11           6.585
              86           26.83           7.215
              87           43.46           6.551
              88          -49.31            6.83
              89          -4.361           7.232
              90           10.71           6.621
              91           44.24           7.236
              92          -63.32           6.491
              93          -6.344           8.806
              94           37.28           6.488
              95           74.75            8.31
              96          -44.34           7.472
              97          -29.57           6.999
              98           -12.2           9.786
              99           23.68           8.544
             100          -71.29           7.252
             101          -6.928           6.797
             102           16.96           8.486
             103           53.73           7.618
             104           -38.5           7.744
             105          -2.005           7.012
             106           23.15           7.829
             107           57.05           8.055
             108          -57.08           7.202
             109          0.2709           7.132
             110           31.33           7.943
             111           85.37           8.958
             112          -37.89           7.743
             113          -22.06           6.464
             114           18.93           8.382
             115           40.64           6.523
             116           -28.1           7.234
             117          -11.24           6.439
             118            11.6           6.874
             119           52.29           6.635
             120          -45.49           6.749
             121           1.282           7.142
             122           13.24           6.431
             123           54.01           7.561
             124           -50.4           6.368
             125          -14.33           10.66
             126           16.29           6.358
             127           102.9           9.102
APV               58              11               0               3
               0           46.03            28.3
               1          -19.81           23.43
               2          -13.95           20.64
               3           25.33           20.98
               4          -156.1           8.578
               5          -76.38            7.44
               6             -12           10.28
               7           38.97           8.275
               8          -74.51           7.081
               9          -32.42           7.156
              10           28.33           7.718
              11           56.05           8.013
              12          -73.52            7.64
              13          -9.405           7.141
              14           28.31           7.423
              15           60.64           8.076
              16          -52.02           7.641
              17          -49.05            6.56
              18           14.11           13.17
              19           43.22            6.76
              20          -74.35           7.322
              21          -50.22            6.62
              22          -2.843           8.248
              23           53.33            6.49
              24          -38.34           6.999
              25          -15.63           6.947
              26           9.098           7.129
              27           69.62           6.998
              28          -37.85           6.597
              29          -0.102           7.974
              30           41.56           6.745
              31           72.02           7.506
              32          -69.89           7.544
              33          -41.63           7.368
              34           4.395           7.526
              35           45.81           7.855
              36          -69.36           7.162
              37          -47.32           6.909
              38           35.67           7.953
              39           59.91           7.921
              40          -59.03            7.16
              41          -20.19           6.747
              42           26.72           8.469
              43           56.42           8.108
              44          -53.81            7.77
              45          -4.955           7.605
              46           37.57           7.168
              47           63.33           8.466
              48          -51.99           7.905
              49          -35.45           6.565
              50          -9.796           10.87
              51           45.94           6.562
              52          -62.12           7.052
              53          -30.93           6.644
              54            21.8           7.915
              55           58.35            6.46
              56          -50.99            6.77
              57          -28.06           7.174
              58           24.45           6.916
              59           73.95           7.113
              60          -32.85           6.499
              61          -9.393           8.737
              62           24.83           6.527
              63           80.13           7.978
              64          -55.67           7.379
              65          -53.35           6.588
              66          -5.588           9.587
              67           64.75           8.011
              68          -58.93           7.137
              69          -29.62           7.157
              70           19.76           8.645
              71           72.74           7.752
              72          -64.52           6.978
              73          -22.87           6.513
              74           18.31           7.793
              75           68.89           7.873
              76          -55.14           7.059
              77           1.362           6.883
              78           52.63           7.306
              79           84.42           8.442
              80          -71.27           7.784
              81          -49.07           6.359
              82           4.399           9.123
              83           53.89           6.367
              84          -70.43           7.348
              85          -43.54           6.485
              86           7.822           7.334
              87            71.7            6.45
              88          -54.29            6.59
              89          -32.67           7.157
              90           17.67           6.645
              91           59.04           7.078
              92          -45.99           6.285
              93           5.732           8.851
              94           42.15           6.477
              95           85.13           8.175
              96          -73.73           7.246
              97          -39.26           6.782
              98           14.97           8.942
              99           48.44            8.43
             100          -81.57           6.972
             101          -28.87           6.844
             102           32.76           7.853
             103           69.96           7.656
             104          -68.35           7.304
             105          -3.511           7.509
             106            25.9           7.502
             107           62.86            8.04
             108          -69.83           6.789
             109           11.29           7.566
             110            54.4           7.819
             111           112.9           8.904
             112          -60.88           7.632
             113          -44.54           7.029
             114           10.79           8.403
             115           52.43           6.384
             116          -59.06           6.918
             117          -47.41           6.341
             118            24.2           6.936
             119           73.47           6.495
             120          -57.21             6.4
             121          -5.453           7.148
             122           51.22            6.53
             123           76.73           7.343
             124          -38.47           6.221
             125          -4.147           10.57
             126           47.15           6.516
             127             116           8.962
APV               58              11               0               4
               0           59.57            29.9
               1          -32.35           25.66
               2          -28.63           23.31
               3           15.21           22.86
               4          -137.1           9.572
               5          -60.67           8.104
               6          -15.67           11.67
               7           23.58           8.511
               8          -62.29           7.891
               9          -28.78           7.793
              10           4.202           8.602
              11           57.83            8.58
              12          -48.14           8.862
              13           -29.6            7.77
              14           12.32           8.408
              15           62.81           8.539
              16          -29.98           8.848
              17           -28.4           7.307
              18          -27.26           14.46
              19           39.82           7.581
              20          -65.23           8.279
              21          -11.74           7.349
              22          -25.52           9.106
              23           51.12           7.248
              24          -51.81           7.855
              25          -29.51           7.501
              26           18.84           7.946
              27           64.44           7.693
              28          -42.56           7.352
              29          -32.62           8.665
              30           11.95           7.649
              31           84.41           8.097
              32           -37.8           8.685
              33          -34.48           8.294
              34          -11.41            8.67
              35           35.83            8.48
              36           -57.1           8.094
              37          -44.69           7.661
              38           22.53           9.102
              39           64.43            8.28
              40          -31.57           8.291
              41          -17.04           7.575
              42           18.49           9.231
              43           63.47           8.625
              44           -37.2           9.046
              45          -7.784           8.601
              46            13.6           8.061
              47           89.96           9.089
              48          -41.17           9.051
              49          -41.32           7.125
              50          -12.77           11.84
              51           13.26           7.334
              52          -46.92           8.113
              53          -53.48           7.203
              54          -12.47           8.723
              55           58.84           7.133
              56          -35.67           7.646
              57          -12.07           7.854
              58           27.63           8.086
              59           69.04           7.779
              60          -43.08           7.165
              61          -34.91           9.713
              62           30.47           7.447
              63            83.5           8.526
              64          -40.26            8.39
              65          -54.31           7.518
              66           10.17           11.43
              67           37.29           9.032
              68          -47.26           8.082
              69          -15.41           7.225
              70          -2.111           9.953
              71           32.26           8.234
              72           -19.6           8.217
              73          -29.02           7.121
              74           15.23           8.826
              75            69.2           8.528
              76          -38.21           8.226
              77          -15.64           7.646
              78           11.39           8.072
              79           102.3           9.153
              80          -54.37           8.987
              81          -47.68           7.044
              82           2.206           10.02
              83           34.97           7.326
              84          -58.76           8.386
              85          -34.18           7.014
              86            1.53           8.025
              87           48.65           7.172
              88          -58.75           7.449
              89          -20.94           7.852
              90           34.86           7.424
              91           72.77           7.782
              92          -28.97           7.028
              93          -35.77           9.848
              94            43.8           7.246
              95           102.6           8.809
              96           -38.4            8.29
              97          -45.05            7.63
              98           15.44           10.83
              99           48.36           9.204
             100           -41.6           8.092
             101           -38.5           7.503
             102           3.282           9.039
             103           78.78           8.317
             104          -35.65           8.495
             105          -17.09           8.054
             106           19.83           8.517
             107           71.42           8.726
             108          -48.72           7.907
             109          -18.72           8.235
             110           37.41           8.687
             111           117.8           9.696
             112          -46.42           8.747
             113          -32.19           6.923
             114         -0.9537           9.246
             115            56.4           7.281
             116          -40.12           7.959
             117          -24.61           7.063
             118           14.06           7.673
             119            69.4           7.204
             120          -30.31           7.422
             121          -17.55           7.941
             122           35.79             7.3
             123            61.7            8.12
             124          -43.96           7.031
             125          -22.52           12.31
             126           36.01           7.614
             127           162.9            9.71
APV               58              11               0               5
               0           38.02           31.34
               1          -21.88           26.98
               2             6.7           25.01
               3           17.66           24.55
               4          -187.3           9.645
               5          -42.78           8.097
               6           6.701           12.21
               7            23.3           9.032
               8          -111.6           7.798
               9          -30.08           7.733
              10           63.01           9.093
              11           69.93           8.726
              12          -81.15            8.82
              13           2.536             7.9
              14           55.17           8.809
              15           48.66           8.841
              16           -75.4            8.57
              17          -57.19           7.295
              18           18.53           15.53
              19           33.19           7.757
              20          -90.41           8.267
              21          -40.68           7.216
              22           1.416            9.02
              23           62.79           7.279
              24            -103           7.628
              25           -16.8           7.531
              26           35.52           7.927
              27           51.96           7.678
              28           -87.3            7.08
              29          -2.323           8.504
              30           48.97           7.659
              31           66.89           8.179
              32          -58.64           8.606
              33          -51.45           8.129
              34           20.17           9.276
              35           59.35            8.85
              36          -107.3           8.006
              37          -22.15           7.648
              38            30.2           9.375
              39           84.51           8.721
              40          -102.3           8.143
              41          -3.754           7.564
              42           60.84           9.792
              43           66.17           8.904
              44          -96.12           8.776
              45           26.69           8.549
              46           62.74           8.271
              47           68.17           9.178
              48          -83.35           8.663
              49          -60.61           7.193
              50           12.26           11.83
              51            72.5           7.501
              52          -92.73           7.923
              53          -34.14           7.305
              54           21.87           8.788
              55           72.79           7.289
              56          -78.73           7.461
              57          -6.368           7.838
              58           47.59           8.138
              59           61.47           7.784
              60          -72.12           7.052
              61           27.18           9.646
              62           49.99           7.382
              63           89.78           8.635
              64           -89.6           8.185
              65          -44.87           7.562
              66           26.69              12
              67           61.59           9.176
              68          -105.7           7.922
              69          -27.26           7.279
              70              44           10.49
              71           57.77            8.57
              72          -87.73           8.031
              73          0.4545           7.189
              74           69.73           9.415
              75           85.25           8.937
              76          -57.78           8.191
              77           12.65           7.731
              78           63.69           8.432
              79           68.48           9.777
              80          -85.99           8.531
              81          -30.28           7.155
              82           20.78              10
              83           34.51            7.29
              84          -84.86           8.232
              85          -26.57           7.234
              86           8.975            7.88
              87           59.81           7.257
              88          -81.22           7.444
              89          -18.77           7.955
              90           48.71           7.451
              91           62.89           7.938
              92          -77.39           7.084
              93           13.25           9.754
              94           58.28           7.169
              95           98.35           9.548
              96          -100.5           7.988
              97           -49.5           7.542
              98           28.59           11.04
              99           60.39           9.417
             100            -100           7.893
             101          -21.06           7.487
             102           53.29           9.444
             103           59.17           8.614
             104          -80.38           8.349
             105           1.368           8.037
             106           58.97           8.982
             107            75.9           8.995
             108          -77.61           7.861
             109            16.1           8.105
             110           58.74           9.109
             111           99.93            9.66
             112          -92.21           8.387
             113          -35.79           7.036
             114           21.22           9.199
             115           51.07           7.318
             116          -113.8           7.784
             117          -38.51             7.1
             118           28.17           7.662
             119           62.43           7.251
             120          -87.46           7.208
             121          -9.556           7.905
             122           60.14           7.246
             123           57.47           8.265
             124          -54.25           7.017
             125           8.776           11.61
             126           76.78           7.761
             127           136.8           9.802
APV               58              11               0               6
               0           88.65            33.4
               1           9.195           27.36
               2          -3.145           24.78
               3           -11.7           24.04
               4          -143.8           9.836
               5          -37.89           8.286
               6          -17.19           10.95
               7           19.79           8.879
               8          -35.05            7.98
               9           7.471           7.788
              10          -2.119           8.456
              11           50.66           8.734
              12          -33.45           8.969
              13          -13.35           7.695
              14           1.809           8.269
              15           50.97           9.147
              16          -43.61           8.741
              17          -18.37            7.39
              18          -7.769           13.46
              19           18.24           7.603
              20             -46           8.432
              21          -23.36           7.323
              22          -4.674           8.688
              23           24.49           7.373
              24          -52.23           7.988
              25          -13.55           7.607
              26         -0.7953           7.664
              27           29.56            7.69
              28          -31.38           7.413
              29           -11.5           8.302
              30           29.99            7.55
              31            66.8           14.96
              32          -42.73           8.602
              33          -18.86           8.472
              34           6.219           8.283
              35           19.69           8.388
              36          -17.69           8.273
              37          -30.23           7.595
              38           4.682           8.817
              39           47.33           8.624
              40          -44.37           8.255
              41          -20.06           7.584
              42            11.2           9.011
              43           53.09            8.85
              44          -25.12           9.007
              45           5.328           8.152
              46            17.7           7.992
              47           66.48           9.608
              48          -23.84           9.203
              49          -6.468           7.426
              50          -24.44           11.07
              51           28.92             7.3
              52          -24.12           8.348
              53             -16            7.48
              54          -4.207           8.317
              55           38.56            7.28
              56          -40.43           7.839
              57          -22.19           7.667
              58           25.43           7.899
              59           44.13           7.811
              60          -21.05           7.343
              61          -13.64           9.148
              62            7.18           7.218
              63           69.64           9.035
              64          -44.45           8.419
              65          -8.416           7.736
              66           8.136           10.64
              67           31.66           8.749
              68          -27.47           8.167
              69          -9.235           7.308
              70          -0.544           9.558
              71           40.21           8.502
              72          -55.15           8.214
              73           -33.7           7.212
              74           8.207           8.724
              75            51.3            8.63
              76          -34.55           8.387
              77           4.598             7.5
              78              13           8.028
              79            80.5            9.66
              80          -28.14           9.044
              81          -43.48           7.271
              82          -23.43           9.287
              83           7.365           7.288
              84          -25.46           8.525
              85          -13.44           7.289
              86           1.933           7.656
              87           59.86           7.452
              88          -41.56           7.736
              89          -21.12           7.716
              90           17.16           7.181
              91           40.24           7.905
              92          -44.62           7.209
              93          -16.67           9.248
              94           11.78           7.145
              95           69.15           9.208
              96          -23.11           8.313
              97          -18.39            7.78
              98           2.396           9.861
              99           24.19           9.271
             100          -24.06           8.155
             101          -11.48           7.527
             102           20.62           8.915
             103           29.03           8.523
             104          -47.81           8.509
             105          -4.207           7.988
             106          -10.26           8.372
             107           52.48           8.869
             108          -40.35           8.096
             109          0.6826           7.779
             110           33.04           8.466
             111           98.44           10.02
             112          -30.66           8.769
             113          -15.16           7.306
             114          -5.155           8.617
             115           16.26           7.223
             116          -60.31           8.024
             117          -24.07           7.174
             118           4.248            7.43
             119           54.82           7.378
             120          -31.93           7.632
             121          -18.85           7.698
             122         -0.5873           7.105
             123           59.13            8.24
             124          -29.43            7.17
             125          -23.21           10.85
             126           35.26            7.55
             127           118.5           10.11
APV               58              11               0               7
               0           86.54           33.83
               1          -14.29           28.92
               2          -19.65           26.62
               3           11.73            25.1
               4          -171.9           13.47
               5          -44.54           8.199
               6          -22.44           10.37
               7           34.89           9.728
               8          -56.34           8.723
               9          -41.83           9.836
              10           6.989           8.001
              11           58.34           9.457
              12          -46.62           8.764
